0, 50
1, 49
2, 49
3, 49
4, 49
5, 49
6, 49
7, 48
8, 48
9, 48
10, 48
11, 48
12, 48
13, 48
14, 47
15, 47
16, 47
17, 47
18, 47
19, 47
20, 47
21, 46
22, 46
23, 46
24, 46
25, 46
26, 46
27, 45
28, 45
29, 45
30, 45
31, 45
32, 45
33, 45
34, 44
35, 44
36, 44
37, 44
38, 44
39, 44
40, 44
41, 43
42, 43
43, 43
44, 43
45, 43
46, 43
47, 43
48, 42
49, 42
50, 42
51, 42
52, 42
53, 42
54, 41
55, 41
56, 41
57, 41
58, 41
59, 41
60, 41
61, 40
62, 40
63, 40
64, 40
65, 40
66, 40
67, 40
68, 39
69, 39
70, 39
71, 39
72, 39
73, 39
74, 38
75, 38
76, 38
77, 38
78, 38
79, 38
80, 38
81, 37
82, 37
83, 37
84, 37
85, 37
86, 37
87, 37
88, 36
89, 36
90, 36
91, 36
92, 36
93, 36
94, 36
95, 35
96, 35
97, 35
98, 35
99, 35
100, 35
101, 34
102, 34
103, 34
104, 34
105, 34
106, 34
107, 34
108, 33
109, 33
110, 33
111, 33
112, 33
113, 33
114, 33
115, 32
116, 32
117, 32
118, 32
119, 32
120, 32
121, 31
122, 31
123, 31
124, 31
125, 31
126, 31
127, 31
128, 30
129, 30
130, 30
131, 30
132, 30
133, 30
134, 30
135, 29
136, 29
137, 29
138, 29
139, 29
140, 29
141, 29
142, 28
143, 28
144, 28
145, 28
146, 28
147, 28
148, 27
149, 27
150, 27
151, 27
152, 27
153, 27
154, 27
155, 26
156, 26
157, 26
158, 26
159, 26
160, 26
161, 26
162, 25
163, 25
164, 25
165, 25
166, 25
167, 25
168, 25
169, 24
170, 24
171, 24
172, 24
173, 24
174, 24
175, 23
176, 23
177, 23
178, 23
179, 23
180, 23
181, 23
182, 22
183, 22
184, 22
185, 22
186, 22
187, 22
188, 22
189, 21
190, 21
191, 21
192, 21
193, 21
194, 21
195, 20
196, 20
197, 20
198, 20
199, 20
200, 20
201, 20
202, 19
203, 19
204, 19
205, 19
206, 19
207, 19
208, 19
209, 18
210, 18
211, 18
212, 18
213, 18
214, 18
215, 18
216, 17
217, 17
218, 17
219, 17
220, 17
221, 17
222, 16
223, 16
224, 16
225, 16
226, 16
227, 16
228, 16
229, 15
230, 15
231, 15
232, 15
233, 15
234, 15
235, 15
236, 14
237, 14
238, 14
239, 14
240, 14
241, 14
242, 13
243, 13
244, 13
245, 13
246, 13
247, 13
248, 13
249, 12
250, 12
251, 12
252, 12
253, 12
254, 12
255, 12
256, 11
257, 11
258, 11
259, 11
260, 11
261, 11
262, 11
263, 10
264, 10
265, 10
266, 10
267, 10
268, 10
269, 9
270, 9
271, 9
272, 9
273, 9
274, 9
275, 9
276, 8
277, 8
278, 8
279, 8
280, 8
281, 8
282, 8
283, 7
284, 7
285, 7
286, 7
287, 7
288, 7
289, 6
290, 6
291, 6
292, 6
293, 6
294, 6
295, 6
296, 5
297, 5
298, 5
299, 5
300, 5
301, 5
302, 5
303, 4
304, 4
305, 4
306, 4
307, 4
308, 4
309, 4
310, 3
311, 3
312, 3
313, 3
314, 3
315, 3
316, 2
317, 2
318, 2
319, 2
320, 2
321, 2
322, 2
323, 1
324, 1
325, 1
326, 1
327, 1
328, 1
329, 1
330, 0
331, 0
332, 0
333, 0
334, 0
335, 0
336, 0
